16.000000	16.000000	13542	0	FFEall:	13542	CacheFit:	4171	CachePop:	0	NoFFEiter:	 0	 AllIter:	1	0.000000	0000000000000000	0	1517653199
7.000000	16.000000	19171	0	FFEall:	19179	CacheFit:	3584628	CachePop:	2347975	NoFFEiter:	 11315	 AllIter:	11318	0.500000	0000011001111011	600	1517653207
7.000000	16.000000	19680	0	FFEall:	19680	CacheFit:	4104562	CachePop:	4177363	NoFFEiter:	 9546	 AllIter:	9547	0.500000	1101010111000100	600	1517653212
7.000000	16.000000	18429	0	FFEall:	18513	CacheFit:	3498182	CachePop:	3467511	NoFFEiter:	 11098	 AllIter:	11101	0.500000	1100110100001011	600	1517653220
7.000000	16.000000	18995	1	FFEall:	19029	CacheFit:	2171438	CachePop:	1742784	NoFFEiter:	 11283	 AllIter:	11286	0.500000	1000101011101001	600	1517653237
7.000000	16.000000	19929	1	FFEall:	19931	CacheFit:	3215251	CachePop:	3305427	NoFFEiter:	 10584	 AllIter:	10586	0.500000	0001100011111100	600	1517653245
7.000000	16.000000	18495	1	FFEall:	18526	CacheFit:	3991726	CachePop:	3949220	NoFFEiter:	 10533	 AllIter:	10536	0.500000	0100010101101101	600	1517653756
7.000000	16.000000	19001	0	FFEall:	19056	CacheFit:	2239268	CachePop:	1922838	NoFFEiter:	 11660	 AllIter:	11662	0.500000	1001010010111010	600	1517653771
7.000000	16.000000	19083	0	FFEall:	19101	CacheFit:	3044215	CachePop:	3337058	NoFFEiter:	 11976	 AllIter:	11979	0.500000	0010110100111100	600	1517653794
7.000000	16.000000	18361	0	FFEall:	18427	CacheFit:	3050297	CachePop:	2510027	NoFFEiter:	 11984	 AllIter:	11987	0.500000	0100110000101111	600	1517653808
7.000000	16.000000	19387	0	FFEall:	19398	CacheFit:	2933693	CachePop:	2884991	NoFFEiter:	 11553	 AllIter:	11555	0.500000	1011101010011000	600	1517653816
7.000000	16.000000	19488	0	FFEall:	19630	CacheFit:	3142714	CachePop:	3301330	NoFFEiter:	 10566	 AllIter:	10568	0.500000	0101111010100010	600	1517653824
7.000000	16.000000	19778	0	FFEall:	19800	CacheFit:	4333300	CachePop:	4294272	NoFFEiter:	 9813	 AllIter:	9815	0.500000	1010001110011001	600	1517653838
16.000000	16.000000	13507	0	FFEall:	13507	CacheFit:	4251	CachePop:	0	NoFFEiter:	 0	 AllIter:	1	1.000000	1111111111111111	0	1517653846
7.000000	16.000000	18567	0	FFEall:	18569	CacheFit:	3385673	CachePop:	3336204	NoFFEiter:	 10672	 AllIter:	10674	0.500000	1010010011001110	600	1517653854
