15.000000	16.000000	9143	0	FFEall:	9143	CacheFit:	7857	CachePop:	0	NoFFEiter:	 5207	 AllIter:	5208	0.000000	0000000000000000	100	1517645869
15.000000	16.000000	9311	0	FFEall:	9311	CacheFit:	7689	CachePop:	0	NoFFEiter:	 5017	 AllIter:	5018	0.000000	0000000000000000	100	1517645874
15.000000	16.000000	9092	0	FFEall:	9092	CacheFit:	7908	CachePop:	0	NoFFEiter:	 4784	 AllIter:	4785	0.000000	0000000000000000	100	1517645879
15.000000	16.000000	9076	0	FFEall:	9076	CacheFit:	7924	CachePop:	0	NoFFEiter:	 4664	 AllIter:	4665	0.000000	0000000000000000	100	1517645884
15.000000	16.000000	9292	0	FFEall:	9292	CacheFit:	7708	CachePop:	0	NoFFEiter:	 4591	 AllIter:	4592	0.000000	0000000000000000	100	1517645889
15.000000	16.000000	9161	0	FFEall:	9161	CacheFit:	7839	CachePop:	0	NoFFEiter:	 4568	 AllIter:	4569	0.000000	0000000000000000	100	1517645894
15.000000	16.000000	9091	0	FFEall:	9091	CacheFit:	7909	CachePop:	0	NoFFEiter:	 4556	 AllIter:	4557	0.000000	0000000000000000	100	1517645899
15.000000	16.000000	9032	0	FFEall:	9032	CacheFit:	7968	CachePop:	0	NoFFEiter:	 4533	 AllIter:	4534	0.000000	0000000000000000	100	1517645904
15.000000	16.000000	9101	0	FFEall:	9101	CacheFit:	7899	CachePop:	0	NoFFEiter:	 4566	 AllIter:	4567	0.000000	0000000000000000	100	1517645969
15.000000	16.000000	9227	0	FFEall:	9227	CacheFit:	7773	CachePop:	0	NoFFEiter:	 4576	 AllIter:	4577	0.000000	0000000000000000	100	1517645977
15.000000	16.000000	9157	0	FFEall:	9157	CacheFit:	7843	CachePop:	0	NoFFEiter:	 4548	 AllIter:	4549	0.000000	0000000000000000	100	1517645985
15.000000	16.000000	9238	0	FFEall:	9238	CacheFit:	7762	CachePop:	0	NoFFEiter:	 4387	 AllIter:	4388	0.000000	0000000000000000	100	1517645993
15.000000	16.000000	9068	0	FFEall:	9068	CacheFit:	7932	CachePop:	0	NoFFEiter:	 4294	 AllIter:	4295	0.000000	0000000000000000	100	1517646001
15.000000	16.000000	9253	0	FFEall:	9253	CacheFit:	7747	CachePop:	0	NoFFEiter:	 4263	 AllIter:	4264	0.000000	0000000000000000	100	1517646006
15.000000	16.000000	9145	0	FFEall:	9145	CacheFit:	7855	CachePop:	0	NoFFEiter:	 4151	 AllIter:	4152	0.000000	0000000000000000	100	1517646014
15.000000	16.000000	9206	0	FFEall:	9206	CacheFit:	7794	CachePop:	0	NoFFEiter:	 4078	 AllIter:	4079	0.000000	0000000000000000	100	1517646022
15.000000	16.000000	9191	0	FFEall:	9191	CacheFit:	7809	CachePop:	0	NoFFEiter:	 4169	 AllIter:	4170	0.000000	0000000000000000	100	1517646069
15.000000	16.000000	9139	0	FFEall:	9139	CacheFit:	7861	CachePop:	0	NoFFEiter:	 4173	 AllIter:	4174	0.000000	0000000000000000	100	1517646077
15.000000	16.000000	9203	0	FFEall:	9203	CacheFit:	7797	CachePop:	0	NoFFEiter:	 4200	 AllIter:	4201	0.000000	0000000000000000	100	1517646085
15.000000	16.000000	9263	0	FFEall:	9263	CacheFit:	7737	CachePop:	0	NoFFEiter:	 3999	 AllIter:	4000	0.000000	0000000000000000	100	1517646093
15.000000	16.000000	9017	0	FFEall:	9017	CacheFit:	7983	CachePop:	0	NoFFEiter:	 4198	 AllIter:	4199	0.000000	0000000000000000	100	1517646101
15.000000	16.000000	9127	0	FFEall:	9127	CacheFit:	7873	CachePop:	0	NoFFEiter:	 3970	 AllIter:	3971	0.000000	0000000000000000	100	1517646109
15.000000	16.000000	9323	0	FFEall:	9323	CacheFit:	7677	CachePop:	0	NoFFEiter:	 4139	 AllIter:	4140	0.000000	0000000000000000	100	1517646117
15.000000	16.000000	9127	0	FFEall:	9127	CacheFit:	7873	CachePop:	0	NoFFEiter:	 4201	 AllIter:	4202	0.000000	0000000000000000	100	1517646125
15.000000	16.000000	9051	0	FFEall:	9051	CacheFit:	7949	CachePop:	0	NoFFEiter:	 4032	 AllIter:	4033	0.000000	0000000000000000	100	1517646169
15.000000	16.000000	9090	0	FFEall:	9090	CacheFit:	7910	CachePop:	0	NoFFEiter:	 4188	 AllIter:	4189	0.000000	0000000000000000	100	1517646177
15.000000	16.000000	9177	0	FFEall:	9177	CacheFit:	7823	CachePop:	0	NoFFEiter:	 3721	 AllIter:	3722	0.000000	0000000000000000	100	1517646185
15.000000	16.000000	9107	1	FFEall:	9107	CacheFit:	7893	CachePop:	0	NoFFEiter:	 4327	 AllIter:	4328	0.000000	0000000000000000	100	1517646193
15.000000	16.000000	9149	1	FFEall:	9149	CacheFit:	7851	CachePop:	0	NoFFEiter:	 4156	 AllIter:	4157	0.000000	0000000000000000	100	1517646201
15.000000	16.000000	9070	0	FFEall:	9070	CacheFit:	7930	CachePop:	0	NoFFEiter:	 4338	 AllIter:	4339	0.000000	0000000000000000	100	1517646210
15.000000	16.000000	9326	0	FFEall:	9326	CacheFit:	7674	CachePop:	0	NoFFEiter:	 4364	 AllIter:	4365	0.000000	0000000000000000	100	1517646218
15.000000	16.000000	9098	0	FFEall:	9098	CacheFit:	7902	CachePop:	0	NoFFEiter:	 4458	 AllIter:	4459	0.000000	0000000000000000	100	1517646226
16.000000	16.000000	9205	0	FFEall:	9205	CacheFit:	7803	CachePop:	0	NoFFEiter:	 0	 AllIter:	1	1.000000	1111111111111111	0	1517646270
15.000000	16.000000	9160	0	FFEall:	9160	CacheFit:	7840	CachePop:	0	NoFFEiter:	 4343	 AllIter:	4344	0.000000	0000000000000000	100	1517646278
